symbol,name,sector,industry,country,market_cap,exchange,currency
MFPVV,Midera Food Processing Inc. Common Stock When Issued,Information Technology,"Electronic Equipment, Instruments & Components",United States,Small Cap,NMS,USD
MG,"Mistras Group, Inc.",Industrials,Professional Services,United States,Small Cap,NYQ,USD
MGEE,"MGE Energy, Inc.",Utilities,Multi-Utilities,United States,Mid Cap,NMS,USD
MGLN,"Magellan Health, Inc.",Health Care,Health Care Providers & Services,United States,Mid Cap,NMS,USD
MGM,MGM Resorts International,Consumer Discretionary,"Hotels, Restaurants & Leisure",United States,Mid Cap,NYQ,USD
MGNI,"Magnite, Inc.",Communication Services,Diversified Telecommunication Services,United States,Small Cap,NMS,USD
MGPI,"MGP Ingredients, Inc.",Materials,Construction Materials,United States,Small Cap,NMS,USD
MGRC,McGrath RentCorp,Industrials,Commercial Services & Supplies,United States,Mid Cap,NMS,USD
MGTX,MeiraGTx Holdings plc,Health Care,Biotechnology,United States,Small Cap,NMS,USD
MGY,Magnolia Oil & Gas Corporation,Energy,"Oil, Gas & Consumable Fuels",United States,Mid Cap,NYQ,USD
MHK,"Mohawk Industries, Inc.",Consumer Discretionary,Household Durables,United States,Mid Cap,NYQ,USD
MHO,"M/I Homes, Inc.",Industrials,Construction & Engineering,United States,Mid Cap,NYQ,USD
MIC,Macquarie Infrastructure Corporation,Industrials,Air Freight & Logistics,United States,Mid Cap,NYQ,USD
MICC,The Magnum Ice Cream Company N.V. Ordinary Shares,Consumer Staples,Food & Staples Retailing,Netherlands,Mid Cap,NYQ,USD
MIDD,Middleby Corporation,Industrials,Machinery,United States,Mid Cap,NMS,USD
MIM.F,"The Michaels Companies, Inc.",Consumer Discretionary,,United States,Mid Cap,FRA,EUR
MIR,Mirion Technologies Inc. Class A Common Stock,Information Technology,"Electronic Equipment, Instruments & Components",United States,Mid Cap,NYQ,USD
MIRM,"Mirum Pharmaceuticals, Inc.",Health Care,Biotechnology,United States,Mid Cap,NMS,USD
MITK,"Mitek Systems, Inc.",Information Technology,Software,United States,Small Cap,NCM,USD
MIXT,MiX Telematics Limited,Information Technology,Software,United States,Small Cap,NYQ,USD
MKC,"McCormick & Company, Incorporated",Consumer Staples,Food & Staples Retailing,United States,Large Cap,NYQ,USD
MKR.JO,"Montauk Renewables, Inc.",Utilities,Multi-Utilities,United States,Small Cap,JNB,ZAC
MKSI,"MKS Instruments, Inc.",Information Technology,"Electronic Equipment, Instruments & Components",United States,Large Cap,NMS,USD
ML,MoneyLion Inc. Class A Common Stock,Information Technology,Software,United States,Small Cap,ASE,USD
MLAB,"Mesa Laboratories, Inc.",Information Technology,"Electronic Equipment, Instruments & Components",United States,Small Cap,NMS,USD
MLHR,"Herman Miller, Inc.",Consumer Discretionary,Household Durables,United States,Mid Cap,NMS,USD
MLI,"Mueller Industries, Inc.",Industrials,Building Products,United States,Large Cap,NYQ,USD
MLKN,MillerKnoll Inc. Common Stock,Industrials,Building Products,United States,Small Cap,NMS,USD
MLM,"Martin Marietta Materials, Inc.",Materials,Construction Materials,United States,Large Cap,NYQ,USD
MLR,"Miller Industries, Inc.",Consumer Discretionary,Auto Components,United States,Small Cap,NYQ,USD
MLTX,MoonLake Immunotherapeutics Class A Ordinary Shares,Health Care,Biotechnology,United States,Small Cap,NMS,USD
MLYS,Mineralys Therapeutics Inc. Common Stock,Health Care,Biotechnology,United States,Mid Cap,NMS,USD
MMED,MiniMed Group Inc. Common Stock,Health Care,Health Care Technology,United States,Mid Cap,NMS,USD
MMIA.F,"MEI Pharma, Inc.",Health Care,Biotechnology,United States,Small Cap,FRA,EUR
MMM,3M Company,Industrials,Machinery,United States,Large Cap,NYQ,USD
MMP,"Magellan Midstream Partners, L.P.",Energy,"Oil, Gas & Consumable Fuels",United States,Large Cap,NYQ,USD
MMS,"Maximus, Inc.",Industrials,Professional Services,United States,Mid Cap,NYQ,USD
MMSI,"Merit Medical Systems, Inc.",Health Care,Health Care Equipment & Supplies,United States,Mid Cap,NMS,USD
MNKD,MannKind Corporation,Health Care,Biotechnology,United States,Small Cap,NMS,USD
MNMD,Mind Medicine (MindMed) Inc.,Health Care,Biotechnology,United States,Small Cap,NCM,USD
MNPR,Monopar Therapeutics Inc.,Health Care,Biotechnology,United States,Small Cap,NMS,USD
MNRL,"Brigham Minerals, Inc.",Energy,"Oil, Gas & Consumable Fuels",United States,Small Cap,NYQ,USD
MNRO,"Monro, Inc.",Consumer Discretionary,Auto Components,United States,Small Cap,NMS,USD
MNST,Monster Beverage Corporation,Consumer Staples,Beverages,United States,Large Cap,NMS,USD
MNTV,Momentive Global Inc. Common Stock,Information Technology,Software,United States,Small Cap,NMS,USD
MO,"Altria Group, Inc.",Consumer Staples,Tobacco,United States,Large Cap,NYQ,USD
MOD,Modine Manufacturing Company,Consumer Discretionary,Auto Components,United States,Large Cap,NYQ,USD
MODG,Topgolf Callaway Brands Corp. Common Stock,Consumer Discretionary,"Hotels, Restaurants & Leisure",United States,Mid Cap,ASE,USD
MODN,"Model N, Inc.",Information Technology,Software,United States,Small Cap,NYQ,USD
MOG-A,Moog Inc.,Industrials,Aerospace & Defense,United States,Mid Cap,NYQ,USD
MOH,"Molina Healthcare, Inc.",Health Care,Health Care Providers & Services,United States,Mid Cap,NYQ,USD
MORF,"Morphic Holding, Inc.",Health Care,Biotechnology,United States,Mid Cap,NGM,USD
MOS,The Mosaic Company,Materials,Construction Materials,United States,Mid Cap,NYQ,USD
MOV,"Movado Group, Inc.",Consumer Discretionary,"Textiles, Apparel & Luxury Goods",United States,Small Cap,NYQ,USD
MP,MP Materials Corp.,Materials,Metals & Mining,United States,Large Cap,NYQ,USD
MPC,Marathon Petroleum Corporation,Energy,"Oil, Gas & Consumable Fuels",United States,Large Cap,NYQ,USD
MPLN,MultiPlan Corporation,Health Care,Health Care Providers & Services,United States,Small Cap,NYQ,USD
MPLT,MapLight Therapeutics Inc. Common Stock,Health Care,Biotechnology,United States,Small Cap,NMS,USD
MPLX,MPLX LP,Energy,"Oil, Gas & Consumable Fuels",United States,Large Cap,NYQ,USD
MPWR,"Monolithic Power Systems, Inc.",Information Technology,Semiconductors & Semiconductor Equipment,United States,Large Cap,NMS,USD
MQ,Marqeta Inc. Class A Common Stock,Information Technology,Software,United States,Small Cap,NMS,USD
MRC,MRC Global Inc.,Energy,Energy Equipment & Services,United States,Small Cap,NYQ,USD
MRCY,"Mercury Systems, Inc.",Industrials,Aerospace & Defense,United States,Mid Cap,NMS,USD
MRK,"Merck & Co., Inc.",Health Care,Pharmaceuticals,United States,Mega Cap,NYQ,USD
MRNA,"Moderna, Inc.",Health Care,Biotechnology,United States,Large Cap,NMS,USD
MRO,Marathon Oil Corporation,Energy,"Oil, Gas & Consumable Fuels",United States,Large Cap,NYQ,USD
MRTN,"Marten Transport, Ltd.",Industrials,Transportation Infrastructure,United States,Small Cap,NMS,USD
MRTX,"Mirati Therapeutics, Inc.",Health Care,Biotechnology,United States,Mid Cap,NMS,USD
MRUS,Merus N.V.,Health Care,Biotechnology,Netherlands,Mid Cap,NGM,USD
MRVI,"Maravai LifeSciences Holdings, Inc.",Health Care,Biotechnology,United States,Small Cap,NMS,USD
MRVL,"Marvell Technology, Inc.",Information Technology,Semiconductors & Semiconductor Equipment,United States,Large Cap,NMS,USD
MSA,MSA Safety Incorporated,Industrials,Professional Services,United States,Mid Cap,NYQ,USD
MSB,Mesabi Trust,Materials,Metals & Mining,United States,Small Cap,NYQ,USD
MSEX,Middlesex Water Company,Utilities,Water Utilities,United States,Small Cap,NMS,USD
MSF3.L,Leverage Shares 3x Microsoft ETC,Information Technology,Software,United States,Mega Cap,LSE,USD
MSFE.L,Leverage Shares 2x Microsoft ETP,Information Technology,Software,United States,Mega Cap,LSE,EUR
MSFS.L,Leverage Shares -1x Microsoft ETC,Information Technology,Software,United States,Mega Cap,LSE,USD
MSFT,Microsoft Corporation,Information Technology,Software,United States,Mega Cap,NMS,USD
MSGE,Madison Square Garden Entertainment Corp.,Communication Services,Entertainment,United States,Mid Cap,NYQ,USD
MSGS,Madison Square Garden Sports Corp.,Communication Services,Entertainment,United States,Mid Cap,NYQ,USD
MSI,"Motorola Solutions, Inc.",Information Technology,Communications Equipment,United States,Large Cap,NYQ,USD
MSM,"MSC Industrial Direct Co., Inc.",Industrials,Trading Companies & Distributors,United States,Mid Cap,NYQ,USD
MSON,"Misonix, Inc.",Health Care,Health Care Technology,United States,Small Cap,NMS,USD
MSP,Datto Holding Corp.,Information Technology,Software,United States,Mid Cap,NYQ,USD
MSSEL,Massachusetts Electric Company,Utilities,Electric Utilities,United States,Small Cap,PNK,USD
MSTR,MicroStrategy Incorporated,Information Technology,Software,United States,Large Cap,NMS,USD
MTCH,"Match Group, Inc.",Communication Services,Diversified Telecommunication Services,United States,Mid Cap,NMS,USD
MTD,"Mettler-Toledo International, Inc.",Health Care,Biotechnology,United States,Large Cap,NYQ,USD
MTDR,Matador Resources Company,Energy,"Oil, Gas & Consumable Fuels",United States,Mid Cap,NYQ,USD
MTH,Meritage Homes Corporation,Industrials,Construction & Engineering,United States,Mid Cap,NYQ,USD
MTN,"Vail Resorts, Inc.",Consumer Discretionary,"Hotels, Restaurants & Leisure",United States,Mid Cap,NYQ,USD
MTOR,"Meritor, Inc.",Consumer Discretionary,Auto Components,United States,Small Cap,NYQ,USD
MTRN,Materion Corporation,Materials,Metals & Mining,United States,Mid Cap,NYQ,USD
MTRX,Matrix Service Company,Industrials,Construction & Engineering,United States,Small Cap,NMS,USD
MTSI,"MACOM Technology Solutions Holdings, Inc.",Information Technology,Semiconductors & Semiconductor Equipment,United States,Large Cap,NMS,USD
MTSR,Metsera Inc. Common Stock,Health Care,,United States,Mid Cap,NMS,USD
MTTR,Matterport Inc. Class A Common Stock,Information Technology,Software,United States,Small Cap,NMS,USD
MTUS,Metallus Inc. Common Shares,Materials,Metals & Mining,United States,Small Cap,NYQ,USD
MTW,"Manitowoc Company, Inc.",Industrials,Machinery,United States,Small Cap,NYQ,USD
MTX,Minerals Technologies Inc.,Materials,Chemicals,United States,Mid Cap,NYQ,USD
MTXN.F,MTU Aero Engines AG,Industrials,,United States,Large Cap,FRA,EUR
MTZ,"MasTec, Inc.",Industrials,Construction & Engineering,United States,Large Cap,NYQ,USD
MU,"Micron Technology, Inc.",Information Technology,Semiconductors & Semiconductor Equipment,United States,Mega Cap,NMS,USD
MUR,Murphy Oil Corporation,Energy,"Oil, Gas & Consumable Fuels",United States,Mid Cap,NYQ,USD
MUSA,Murphy USA Inc.,Consumer Discretionary,Specialty Retail,United States,Mid Cap,NYQ,USD
MVST,Microvast Holdings Inc. Common Stock,Information Technology,"Electronic Equipment, Instruments & Components",United States,Small Cap,NMS,USD
MWA,"Mueller Water Products, Inc. Class A",Industrials,Machinery,United States,Mid Cap,NYQ,USD
MWK,"Aterian, Inc.",Information Technology,"Electronic Equipment, Instruments & Components",United States,Small Cap,NMS,USD
MWTR.OL,Meltwater N.V.,Communication Services,Diversified Telecommunication Services,United States,Small Cap,OSL,NOK
MXIM,"Maxim Integrated Products, Inc.",Information Technology,Semiconductors & Semiconductor Equipment,United States,Large Cap,NMS,USD
MXL,"MaxLinear, Inc.",Information Technology,Semiconductors & Semiconductor Equipment,United States,Small Cap,NYQ,USD
MYE,"Myers Industries, Inc.",Consumer Discretionary,Distributors,United States,Small Cap,NYQ,USD
MYGN,"Myriad Genetics, Inc.",Health Care,Biotechnology,United States,Small Cap,NMS,USD
MYRG,MYR Group Inc.,Industrials,Construction & Engineering,United States,Mid Cap,NMS,USD
MZTI,The Marzetti Company Common Stock,Consumer Staples,Food & Staples Retailing,United States,Mid Cap,NMS,USD
N4CN.F,"PARATEK PHARMACEUTICALS, INC.",Health Care,Biotechnology,United States,Small Cap,FRA,EUR
NABL,N-able Inc. Common Stock,Information Technology,Software,United States,Small Cap,NYQ,USD
NAGE,Niagen Bioscience Inc. Common Stock,Health Care,Biotechnology,United States,Small Cap,NMS,USD
NAMS,NewAmsterdam Pharma Company N.V. Ordinary Shares,Health Care,Biotechnology,Netherlands,Mid Cap,NMS,USD
NAPA,"The Duckhorn Portfolio, Inc.",Consumer Staples,Beverages,United States,Small Cap,NYQ,USD
NARI,"Inari Medical, Inc.",Health Care,Health Care Technology,United States,Mid Cap,NMS,USD
NATH,"Nathan's Famous, Inc.",Consumer Discretionary,"Hotels, Restaurants & Leisure",United States,Small Cap,NMS,USD
NATI,National Instruments Corporation,Information Technology,Software,United States,Mid Cap,NMS,USD
NATL,NCR Atleos Corporation,Information Technology,,United States,Mid Cap,NYQ,USD
NATR,"Nature's Sunshine Products, Inc.",Consumer Staples,Household Products,United States,Small Cap,NMS,USD
NAUT,"Nautilus Biotechnology, Inc.",Health Care,Biotechnology,United States,Small Cap,NMS,USD
NAV,Navistar International Corporation,Industrials,Machinery,United States,Mid Cap,NYQ,USD
NAVN,Navan Inc. Class A Common Stock,Information Technology,Software,United States,Mid Cap,NMS,USD
NB,NioCorp Developments Ltd. Common Stock,Materials,,United States,Small Cap,NMS,USD
NB11.F,"Vaxart, Inc.",Health Care,Biotechnology,United States,Small Cap,FRA,EUR
NBIS,Nebius Group N.V. Class A Ordinary Shares,Communication Services,Diversified Telecommunication Services,Netherlands,Large Cap,NMS,USD
NBIX,"Neurocrine Biosciences, Inc.",Health Care,Biotechnology,United States,Large Cap,NMS,USD
NBLX,Noble Midstream Partners LP,Energy,"Oil, Gas & Consumable Fuels",United States,Small Cap,NMS,USD
NC,"NACCO Industries, Inc.",Materials,Metals & Mining,United States,Small Cap,NYQ,USD
NCLH,Norwegian Cruise Line Holdings Ltd.,Consumer Discretionary,"Hotels, Restaurants & Leisure",United States,Large Cap,NYQ,USD
NCMI,"National CineMedia, Inc.",Communication Services,Diversified Telecommunication Services,United States,Small Cap,NMS,USD
NCNO,"nCino, Inc.",Information Technology,Software,United States,Small Cap,NMS,USD
NCR,NCR Corporation,Information Technology,IT Services,United States,Mid Cap,NYQ,USD
NDSN,Nordson Corporation,Industrials,Machinery,United States,Large Cap,NMS,USD
NEDAP.AS,Nedap N.V.,Information Technology,"Electronic Equipment, Instruments & Components",Netherlands,Small Cap,AMS,EUR
NEE,"NextEra Energy, Inc.",Utilities,Electric Utilities,United States,Large Cap,NYQ,USD
NEM,Newmont Corporation,Materials,Metals & Mining,United States,Large Cap,NYQ,USD
NEO,"NeoGenomics, Inc.",Health Care,Biotechnology,United States,Small Cap,NCM,USD
NEOG,Neogen Corporation,Health Care,Biotechnology,United States,Mid Cap,NMS,USD
NEP,"NextEra Energy Partners, LP",Utilities,Independent Power and Renewable Electricity Producers,United States,Small Cap,NYQ,USD
NESR,National Energy Services Reunit,Energy,Energy Equipment & Services,United States,Mid Cap,NCM,USD
NET,"Cloudflare, Inc.",Information Technology,Software,United States,Large Cap,NYQ,USD
NEU,NewMarket Corporation,Materials,Chemicals,United States,Mid Cap,NYQ,USD
NEVDF,Nevada Copper Corp.,Materials,Metals & Mining,United States,Small Cap,PNK,USD
NEWR,"NEW RELIC, INC.",Information Technology,Software,United States,Mid Cap,NYQ,USD
NEX,NexTier Oilfield Solutions Inc.,Energy,Energy Equipment & Services,United States,Mid Cap,NYQ,USD
NEXT,NextDecade Corporation,Energy,"Oil, Gas & Consumable Fuels",United States,Small Cap,NMS,USD
NFE,New Fortress Energy Inc.,Utilities,Gas Utilities,United States,Small Cap,NMS,USD
NFG,National Fuel Gas Company,Energy,"Oil, Gas & Consumable Fuels",United States,Mid Cap,NYQ,USD
NFLX,"Netflix, Inc.",Communication Services,Entertainment,United States,Mega Cap,NMS,USD
NGL,NGL Energy Partners LP,Energy,"Oil, Gas & Consumable Fuels",United States,Small Cap,NYQ,USD
NGS,"Natural Gas Services Group, Inc.",Energy,Energy Equipment & Services,United States,Small Cap,NYQ,USD
NGVC,"Natural Grocers by Vitamin Cottage, Inc.",Consumer Staples,Food & Staples Retailing,United States,Small Cap,NYQ,USD
NGVT,Ingevity Corporation,Materials,Chemicals,United States,Mid Cap,NYQ,USD
NHC,National HealthCare Corporation,Health Care,Health Care Equipment & Supplies,United States,Mid Cap,ASE,USD
NI,NISOURCE INC,Utilities,Gas Utilities,United States,Large Cap,NYQ,USD
NJR,New Jersey Resources Corporation,Utilities,Gas Utilities,United States,Mid Cap,NYQ,USD
NKE,"Nike, Inc.",Consumer Discretionary,"Textiles, Apparel & Luxury Goods",United States,Large Cap,NYQ,USD
NKTR,Nektar Therapeutics,Health Care,Biotechnology,United States,Small Cap,NMS,USD
NL,"NL Industries, Inc.",Industrials,Professional Services,United States,Small Cap,NYQ,USD
NLAB.ST,Enlabs AB (publ),Consumer Discretionary,,United States,Small Cap,STO,SEK
NLOK,NortonLifeLock Inc.,Information Technology,Software,United States,Large Cap,NMS,USD
NLSN,Nielsen Holdings plc,Industrials,Professional Services,United States,Mid Cap,NYQ,USD
NLST,"Netlist, Inc.",Information Technology,Semiconductors & Semiconductor Equipment,United States,Small Cap,PNK,USD
NMAX,Newsmax Inc. Class B Common Stock,Communication Services,Media,United States,Small Cap,NYQ,USD
NMRA,Neumora Therapeutics Inc. Common Stock,Health Care,,United States,Small Cap,NMS,USD
NN,NextNav Inc. Common Stock,Information Technology,"Electronic Equipment, Instruments & Components",United States,Mid Cap,NMS,USD
NNE,Nano Nuclear Energy Inc. Common Stock,Energy,,United States,Small Cap,NMS,USD
NO3.F,Noodles & Company,Consumer Discretionary,"Hotels, Restaurants & Leisure",United States,Small Cap,FRA,EUR
NOC,Northrop Grumman Corp.,Industrials,Aerospace & Defense,United States,Large Cap,NYQ,USD
NOG,"Northern Oil and Gas, Inc.",Energy,"Oil, Gas & Consumable Fuels",United States,Mid Cap,NYQ,USD
NOV,NOV Inc.,Energy,Energy Equipment & Services,United States,Mid Cap,NYQ,USD
NOVT,Novanta Inc.,Information Technology,"Electronic Equipment, Instruments & Components",United States,Mid Cap,NMS,USD
NOW,"ServiceNow, Inc.",Information Technology,Software,United States,Large Cap,NYQ,USD
NP,"Neenah, Inc.",Materials,Paper & Forest Products,United States,Mid Cap,NYQ,USD
NPCE,"NeuroPace, Inc.",Health Care,Health Care Technology,United States,Small Cap,NMS,USD
NPK,"National Presto Industries, Inc.",Industrials,Aerospace & Defense,United States,Small Cap,NYQ,USD
NPKI,NPK International Inc. Common Stock,Energy,Energy Equipment & Services,United States,Small Cap,NYQ,USD
NPO,"EnPro Industries, Inc.",Industrials,Machinery,United States,Mid Cap,NYQ,USD
NPTN,NeoPhotonics Corporation,Information Technology,Semiconductors & Semiconductor Equipment,United States,Small Cap,NYQ,USD
NPWR,NET Power Inc.,Energy,,United States,Small Cap,NYQ,USD
NR,"Newpark Resources, Inc.",Energy,Energy Equipment & Services,United States,Small Cap,NYQ,USD
NRC,National Research Corporation,Health Care,Biotechnology,United States,Small Cap,NMS,USD
NRDS,NerdWallet Inc. Class A Common Stock,Communication Services,Diversified Telecommunication Services,United States,Small Cap,NMS,USD
NRG,"NRG Energy, Inc.",Utilities,Independent Power and Renewable Electricity Producers,United States,Large Cap,NYQ,USD
NRGV,Energy Vault Holdings Inc. Common Stock,Utilities,Electric Utilities,United States,Small Cap,NYQ,USD
NRIX,"Nurix Therapeutics, Inc.",Health Care,Biotechnology,United States,Small Cap,NGM,USD
NRP,Natural Resource Partners L.P.,Materials,Metals & Mining,United States,Small Cap,NYQ,USD
NS,NuStar Energy L.P.,Energy,"Oil, Gas & Consumable Fuels",United States,Mid Cap,NYQ,USD
NSARO,NSTAR Electric Company,Utilities,Electric Utilities,United States,Mid Cap,PNK,USD
NSC,Norfolk Southern Corporation,Industrials,Road & Rail,United States,Large Cap,NYQ,USD
NSIT,"Insight Enterprises, Inc.",Information Technology,IT Services,United States,Mid Cap,NMS,USD
NSP,"Insperity, Inc.",Industrials,Professional Services,United States,Small Cap,NYQ,USD
NSSC,"Napco Security Technologies, Inc.",Industrials,Professional Services,United States,Small Cap,NMS,USD
NTAP,"NetApp, Inc.",Information Technology,"Technology Hardware, Storage & Peripherals",United States,Large Cap,NMS,USD
NTCT,"NetScout Systems, Inc.",Information Technology,Software,United States,Mid Cap,NMS,USD
NTGR,"NETGEAR, Inc.",Information Technology,Communications Equipment,United States,Small Cap,NMS,USD
NTLA,"Intellia Therapeutics, Inc.",Health Care,Biotechnology,United States,Small Cap,NMS,USD
NTNX,"Nutanix, Inc. Class A",Information Technology,Software,United States,Large Cap,NMS,USD
NTR.F,"SPECTRUM PHARMACEUTICALS, INC.",Health Care,Biotechnology,United States,Small Cap,FRA,EUR
NTRA,"Natera, Inc.",Health Care,Biotechnology,United States,Large Cap,NMS,USD
NTSK,Netskope Inc. Class A Common Stock,Information Technology,Software,United States,Mid Cap,NMS,USD
NTUS,Natus Medical Incorporated,Health Care,Health Care Technology,United States,Small Cap,NMS,USD
NTXVF,Nexteer Automotive Group Limited,Consumer Discretionary,Auto Components,United States,Mid Cap,PNK,USD
NUAN,"Nuance Communications, Inc.",Information Technology,Software,United States,Large Cap,NMS,USD
NUE,Nucor Corporation,Materials,Metals & Mining,United States,Large Cap,NYQ,USD
NUNZ,Nunzia Pharmaceutical Corporation,Health Care,Pharmaceuticals,United States,Small Cap,PNK,USD
